Course,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price,Total Enrollment after  Phase 4,Seats Available after Phase 4,Phase 4 Price
42002-81,Business Policy,Winter,2017,"Tuesday, 6:00 -  9:00","Davis, Harry",70,CLO,1200,70,CLO,4409,70,CLO,N/A,70,CLO,N/A,70,CLO,10007,70,CLO,12375
42108-01,Corporate Governance,Winter,2017,"Friday, 1:30 -  4:30","Chookaszian, Dennis",34,31,0,48,17,0,48,17,N/A,48,17,N/A,57,8,0,57,8,0
42108-81,Corporate Governance,Winter,2017,"Friday, 6:00 -  9:00","Chookaszian, Dennis",65,CLO,3451,65,CLO,7301,65,CLO,N/A,65,CLO,N/A,65,CLO,7000,65,CLO,2010
42110-01,Strategic Investment Decisions,Winter,2017,"Thursday, 2:00 -  5:00","Gertner, Robert",13,27,0,13,27,0,13,27,N/A,13,27,N/A,13,27,0,13,27,N/A
42110-85,Strategic Investment Decisions,Winter,2017,"Saturday, 9:00 - 12:00","Gertner, Robert",34,6,0,34,6,0,34,6,N/A,34,6,N/A,28,12,0,26,14,0
42117-01,Platform Competition ⑤,Winter,2017,"Monday, 1:30 -  4:30","Goolsbee, Austan",46,19,0,65,CLO,1,65,CLO,N/A,65,CLO,N/A,63,2,0,65,CLO,1511
42117-02,Platform Competition ⑤,Winter,2017,"Tuesday, 8:30 - 11:30","Goolsbee, Austan",65,CLO,2,65,CLO,7019,65,CLO,N/A,65,CLO,N/A,65,CLO,53,65,CLO,2222
42117-81,Platform Competition ⑤,Winter,2017,"Monday, 6:00 -  9:00","Goolsbee, Austan",34,31,0,39,26,0,40,25,0,40,25,N/A,63,2,0,64,1,0
42703-01,Entrepreneurship: Urban Opportunities and Solutions,Winter,2017,"Monday, 1:30 -  4:30","Smith, Abbie",20,CLO,3020,20,CLO,6789,20,CLO,N/A,20,CLO,N/A,20,CLO,6000,20,CLO,2573
42703-81,Entrepreneurship: Urban Opportunities and Solutions,Winter,2017,"Monday, 6:00 -  9:00","Smith, Abbie",19,1,0,20,CLO,1234,20,CLO,N/A,20,CLO,N/A,20,CLO,1112,20,CLO,N/A
30000-01,Financial Accounting,Autumn,2016,"Friday, 8:30 - 11:30","Kleymenova, Anya",0,65,N/A,1,64,0,1,64,N/A,28,37,0,14,51,0,10,55,0,11,54,0
30000-02,Financial Accounting,Autumn,2016,"Friday, 1:30 -  4:30","Kleymenova, Anya",0,65,N/A,0,65,N/A,0,65,N/A,4,61,0,9,56,0,11,54,0,11,54,0
30000-03,Financial Accounting,Autumn,2016,"Wednesday, 1:30 -  4:30","Maffett, Mark",0,65,N/A,11,54,0,14,51,0,65,CLO,510,65,CLO,3000,65,CLO,1013,65,CLO,2882
30000-04,Financial Accounting,Autumn,2016,"Tuesday, 1:30 -  4:30","Maffett, Mark",0,65,N/A,9,56,0,8,57,N/A,65,CLO,1500,65,CLO,3599,65,CLO,1000,65,CLO,1102
30000-05,Financial Accounting,Autumn,2016,"Tuesday, 1:30 -  4:30","Barrios, John",0,65,N/A,0,65,N/A,0,65,N/A,36,29,0,65,CLO,0,65,CLO,0,61,4,0
30000-06,Financial Accounting,Autumn,2016,"Wednesday, 8:30 - 11:30","Barrios, John",0,65,N/A,0,65,N/A,2,63,0,49,16,0,55,10,0,51,14,0,51,14,0
30000-07,Financial Accounting,Autumn,2016,"Wednesday, 1:30 -  4:30","Barrios, John",0,65,N/A,0,65,N/A,0,65,N/A,20,45,0,42,23,0,52,13,0,48,17,N/A
30000-08,Financial Accounting,Autumn,2016,"Monday, 1:30 -  4:30","Gao, Pingyang",0,65,N/A,0,65,N/A,0,65,N/A,24,41,0,50,15,0,59,6,0,55,10,N/A
30000-81,Financial Accounting,Autumn,2016,"Monday, 6:00 -  9:00","Gao, Pingyang",0,65,N/A,4,61,0,5,60,0,15,50,0,18,47,0,23,42,0,27,38,0
30000-82,Financial Accounting,Autumn,2016,"Tuesday, 6:00 -  9:00","Maffett, Mark",0,65,N/A,13,52,0,10,55,N/A,65,CLO,7,65,CLO,1626,65,CLO,1922,65,CLO,811
30000-85,Financial Accounting,Autumn,2016,"Saturday, 1:30 -  4:30","Kleymenova, Anya",0,65,N/A,7,58,0,8,57,0,57,8,0,49,16,0,51,14,0,49,16,0
30000-86,Financial Accounting,Autumn,2016,"Saturday, 9:00 - 12:00","Heltzer, Wendy",0,65,N/A,7,58,0,7,58,N/A,22,43,0,24,41,0,24,41,0,22,43,0
30116-01,Accounting and Financial Analysis I,Autumn,2016,"Friday, 1:30 -  4:30","Soffer, Leonard",0,65,N/A,3,62,0,3,62,N/A,50,15,0,48,17,0,47,18,0,45,20,0
30116-81,Accounting and Financial Analysis I,Autumn,2016,"Thursday, 6:00 -  9:00","Soffer, Leonard",0,65,N/A,18,47,0,19,46,0,22,43,0,22,43,N/A,24,41,0,25,40,0
30116-85,Accounting and Financial Analysis I,Autumn,2016,"Saturday, 1:30 -  4:30","Soffer, Leonard",0,65,N/A,26,39,0,24,41,0,30,35,0,28,37,N/A,26,39,0,25,40,0
30118-01,Taxes and Business Strategy,Autumn,2016,"Friday, 1:30 -  4:30","Erickson, Merle",0,65,N/A,31,34,0,32,33,0,42,23,0,43,22,0,41,24,0,42,23,0
30118-81,Taxes and Business Strategy,Autumn,2016,"Friday, 6:00 -  9:00","Erickson, Merle",0,65,N/A,65,CLO,1,65,CLO,3333,65,CLO,N/A,65,CLO,N/A,63,2,0,57,8,0
30118-85,Taxes and Business Strategy,Autumn,2016,"Saturday, 9:00 - 12:00","Erickson, Merle",0,65,N/A,41,24,0,40,25,0,44,21,0,44,21,N/A,43,22,0,43,22,0
30130-01,Financial Statement Analysis,Autumn,2016,"Tuesday, 8:30 - 11:30","Minnis, Michael",0,65,N/A,60,5,0,65,CLO,3688,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,64,1,N/A
30130-02,Financial Statement Analysis,Autumn,2016,"Tuesday, 1:30 -  4:30","Minnis, Michael",0,65,N/A,56,9,0,65,CLO,199,65,CLO,N/A,65,CLO,N/A,65,CLO,7132,65,CLO,N/A
30130-81,Financial Statement Analysis,Autumn,2016,"Tuesday, 6:00 -  9:00","Minnis, Michael",0,65,N/A,65,CLO,1,65,CLO,5000,65,CLO,N/A,65,CLO,N/A,65,CLO,3000,65,CLO,2345
30600-01,Workshop in Accounting Research,Autumn,2016,"Thursday, 1:20 -  2:50","Minnis, Michael;Nikolaev, Valeri",0,65,N/A,6,59,0,6,59,N/A,6,59,N/A,6,59,N/A,8,57,0,8,57,N/A
33001-01,Microeconomics,Autumn,2016,"Monday, 8:30 - 11:30","Frankel, Alexander",0,65,N/A,2,63,0,2,63,N/A,65,CLO,0,65,CLO,0,61,4,N/A,63,2,0
33001-02,Microeconomics,Autumn,2016,"Monday, 1:30 -  4:30","Frankel, Alexander",0,65,N/A,1,64,0,0,65,N/A,25,40,0,65,CLO,500,65,CLO,N/A,63,2,N/A
33001-03,Microeconomics,Autumn,2016,"Tuesday, 1:30 -  4:30","Zidar, Owen",0,65,N/A,4,61,0,4,61,N/A,55,10,0,65,CLO,2011,65,CLO,0,63,2,0
33001-04,Microeconomics,Autumn,2016,"Wednesday, 8:30 - 11:30","Zidar, Owen",0,65,N/A,4,61,0,5,60,0,65,CLO,1,65,CLO,N/A,65,CLO,N/A,63,2,N/A
33001-05,Microeconomics,Autumn,2016,"Friday, 8:30 - 11:30","Zimmerman, Seth",0,65,N/A,0,65,N/A,0,65,N/A,27,38,0,54,11,0,58,7,0,53,12,0
33001-06,Microeconomics,Autumn,2016,"Friday, 1:30 -  4:30","Zimmerman, Seth",0,65,N/A,1,64,0,1,64,N/A,25,40,0,54,11,0,61,4,0,56,9,0
33001-07,Microeconomics,Autumn,2016,"Wednesday, 1:30 -  4:30","Shivakumar, Ram",0,65,N/A,27,38,0,29,36,0,65,CLO,2939,65,CLO,7500,65,CLO,N/A,65,CLO,3000
33001-81,Microeconomics,Autumn,2016,"Monday, 6:00 -  9:00","Frankel, Alexander",0,65,N/A,5,60,0,5,60,N/A,16,49,0,27,38,0,29,36,0,33,32,0
33001-82,Microeconomics,Autumn,2016,"Tuesday, 6:00 -  9:00","Zidar, Owen",0,65,N/A,0,65,N/A,0,65,N/A,16,49,0,13,52,0,15,50,0,13,52,0
33001-83,Microeconomics,Autumn,2016,"Wednesday, 6:00 -  9:00","Shivakumar, Ram",0,65,N/A,51,14,0,51,14,0,65,CLO,3200,65,CLO,N/A,65,CLO,5507,65,CLO,N/A
33001-85,Microeconomics,Autumn,2016,"Saturday, 9:00 - 12:00","Zimmerman, Seth",0,70,N/A,12,58,0,10,60,N/A,70,CLO,1,70,CLO,2500,66,4,0,70,CLO,101
33002-01,Accelerated Microeconomics,Autumn,2016,"Wednesday, 8:30 - 11:30","Topel, Robert",0,70,N/A,4,66,0,4,66,N/A,55,15,0,70,CLO,1,69,1,0,57,13,N/A
33040-01,Macroeconomics,Autumn,2016,"Friday, 8:30 - 11:30","Hurst, Erik",0,70,N/A,70,CLO,6029,70,CLO,19884,70,CLO,N/A,70,CLO,N/A,70,CLO,10017,70,CLO,5643
33040-02,Macroeconomics,Autumn,2016,"Friday, 1:30 -  4:30","Hurst, Erik",0,70,N/A,70,CLO,1000,70,CLO,8565,70,CLO,N/A,70,CLO,N/A,70,CLO,15000,70,CLO,N/A
33040-85,Macroeconomics,Autumn,2016,"Saturday, 1:30 -  4:30","Hurst, Erik",0,75,N/A,75,CLO,7278,75,CLO,11123,75,CLO,N/A,75,CLO,N/A,75,CLO,12402,75,CLO,21480
33101-01,Advanced Microeconomic Analysis,Autumn,2016,"Wednesday, 8:30 - 11:30","Murphy, Kevin",0,70,N/A,38,32,0,39,31,0,70,CLO,6011,70,CLO,N/A,70,CLO,6831,70,CLO,N/A
33101-81,Advanced Microeconomic Analysis,Autumn,2016,"Tuesday, 6:00 -  9:00","Murphy, Kevin",0,70,N/A,27,43,0,29,41,0,34,36,0,36,34,0,69,1,0,70,CLO,100
33112-01,Business in Historical Perspective,Autumn,2016,"Thursday, 1:30 -  4:30","Hornbeck, Richard",0,65,N/A,35,30,0,36,29,0,45,20,0,52,13,0,55,10,0,54,11,0
33112-81,Business in Historical Perspective,Autumn,2016,"Thursday, 6:00 -  9:00","Hornbeck, Richard",0,65,N/A,36,29,0,32,33,0,44,21,0,43,22,0,37,28,0,35,30,0
33310-81,Employment Law for Entrepreneurs and Managers,Autumn,2016,"Thursday, 6:00 -  9:00","Pogrund, David",0,65,N/A,19,46,0,24,41,0,28,37,0,29,36,0,25,40,0,23,42,0
33501-01,International Commercial Policy,Autumn,2016,"Monday, 1:30 -  4:30","Ossa, Ralph",0,65,N/A,26,39,0,30,35,0,38,27,0,42,23,0,43,22,0,37,28,0
33501-81,International Commercial Policy,Autumn,2016,"Monday, 6:00 -  9:00","Ossa, Ralph",0,65,N/A,39,26,0,41,24,0,44,21,0,44,21,0,45,20,0,46,19,0
33502-01,International Financial Policy,Autumn,2016,"Tuesday, 1:30 -  4:30","Neiman, Brent",0,65,N/A,33,32,0,39,26,0,55,10,0,63,2,0,62,3,0,57,8,0
33502-02,International Financial Policy,Autumn,2016,"Tuesday, 8:30 - 11:30","Neiman, Brent",0,65,N/A,27,38,0,35,30,0,36,29,0,35,30,N/A,42,23,0,37,28,N/A
33502-81,International Financial Policy,Autumn,2016,"Tuesday, 6:00 -  9:00","Neiman, Brent",0,65,N/A,40,25,0,44,21,0,46,19,0,46,19,N/A,52,13,0,54,11,0
33520-01,The Wealth of Nations,Autumn,2016,"Monday, 1:30 -  4:30","Hsieh, Chang-Tai",0,32,N/A,23,9,0,25,7,0,32,CLO,506,31,1,0,25,7,0,25,7,0
33520-81,The Wealth of Nations,Autumn,2016,"Tuesday, 6:00 -  9:00","Hsieh, Chang-Tai",0,40,N/A,28,12,0,25,15,0,29,11,0,30,10,0,36,4,0,31,9,0
33610-01,Applied Economics Workshop,Autumn,2016,"Wednesday, 1:20 -  2:50","Dizon-Ross, Rebecca;Hornbeck, Richard",0,65,N/A,1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,1,64,N/A,2,63,0
33650-01,Workshop in Macro and International Economics,Autumn,2016,"Monday,11:45 -  1:15","Kekre, Rohan;Neiman, Brent;Winberry, Thomas",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,2,63,0,3,62,0
33911-01,The Economics of Information,Autumn,2016,"Wednesday, 1:30 -  4:30","Harris, Milton",0,65,N/A,5,60,0,5,60,N/A,5,60,N/A,5,60,N/A,4,61,N/A,6,59,0
33921-01,Advanced Industrial Organization I,Autumn,2016,"Friday, 9:00 - 12:00","Syverson, Chad",0,34,N/A,7,27,0,7,27,N/A,7,27,N/A,7,27,N/A,9,25,0,12,22,0
33942-01,Applied Macroeconomics: Micro Data for Macro Models,Autumn,2016,"Monday, 1:30 -  4:30","Hurst, Erik;Winberry, Thomas",0,21,N/A,0,21,N/A,0,21,N/A,0,21,N/A,0,21,N/A,2,19,0,2,19,N/A
33946-01,International Macroeconomics and Trade,Autumn,2016,"Tuesday, 9:00 - 11:50","Ossa, Ralph",0,20,N/A,0,20,N/A,0,20,N/A,0,20,N/A,0,20,N/A,0,20,N/A,0,20,N/A
34101-01,Entrepreneurial Finance and Private Equity,Autumn,2016,"Monday, Wednesday,10:10 - 11:30","Kaplan, Steven",0,70,N/A,70,CLO,14525,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
34101-02,Entrepreneurial Finance and Private Equity,Autumn,2016,"Monday, Wednesday, 1:30 -  2:50","Kaplan, Steven",0,70,N/A,70,CLO,0,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,21798,70,CLO,16692
34101-85,Entrepreneurial Finance and Private Equity,Autumn,2016,"Saturday, 9:00 - 12:00","Kaplan, Steven",0,65,N/A,59,6,0,56,9,0,59,6,0,60,5,0,65,CLO,16659,65,CLO,14853
34102-01,New Venture Strategy,Autumn,2016,"Thursday, 1:30 -  4:30","Schrager, James",0,65,N/A,65,CLO,9209,65,CLO,17000,65,CLO,N/A,65,CLO,N/A,65,CLO,18105,65,CLO,11098
34102-81,New Venture Strategy,Autumn,2016,"Thursday, 6:00 -  9:00","Bunch, Gregory",0,65,N/A,65,CLO,77,63,2,0,65,CLO,400,65,CLO,1501,65,CLO,8006,65,CLO,8500
34103-01,Building the New Venture,Autumn,2016,"Monday, 1:30 -  4:30","Deutsch, Waverly",0,45,N/A,45,CLO,6500,45,CLO,11000,45,CLO,N/A,45,CLO,N/A,45,CLO,N/A,45,CLO,11935
34103-81,Building the New Venture,Autumn,2016,"Tuesday, 6:00 -  9:00","Deutsch, Waverly",0,45,N/A,45,CLO,6660,45,CLO,5411,45,CLO,N/A,45,CLO,N/A,45,CLO,12651,45,CLO,14501
34106-01,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2016,"Tuesday, 1:30 -  4:30","Meadow, Scott",0,55,N/A,55,CLO,2988,55,CLO,15000,55,CLO,N/A,55,CLO,N/A,55,CLO,11553,55,CLO,N/A
34106-81,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2016,"Monday, 6:00 -  9:00","Meadow, Scott",0,55,N/A,45,10,0,50,5,0,51,4,0,52,3,0,55,CLO,3104,55,CLO,9898
34111-81,Entrepreneurial Selling,Autumn,2016,"Monday, 6:00 -  9:00","Wortmann, Craig",0,70,N/A,40,30,0,36,34,0,53,17,0,60,10,0,70,CLO,2642,70,CLO,3000
34701-85,New Venture and Small Enterprise Lab,Autumn,2016,"Saturday, 1:30 -  4:30","Moyer, Mike",0,24,N/A,24,CLO,551,24,CLO,22421,24,CLO,N/A,24,CLO,N/A,24,CLO,100,24,CLO,1
35000-01,Investments,Autumn,2016,"Monday, 8:30 - 11:30","Kelly, Bryan",0,70,N/A,24,46,0,25,45,0,58,12,0,66,4,0,70,CLO,1000,70,CLO,4213
35000-02,Investments,Autumn,2016,"Monday, 1:30 -  4:30","Kelly, Bryan",0,70,N/A,17,53,0,18,52,0,63,7,0,70,CLO,300,70,CLO,200,70,CLO,201
35000-81,Investments,Autumn,2016,"Monday, 6:00 -  9:00","Kelly, Bryan",0,70,N/A,70,CLO,1000,70,CLO,5398,70,CLO,N/A,70,CLO,N/A,70,CLO,5001,70,CLO,N/A
35001-01,Introductory Finance,Autumn,2016,"Friday, 1:30 -  4:30","Leftwich, Richard",0,32,N/A,15,17,0,15,17,N/A,18,14,0,18,14,0,14,18,0,15,17,0
35001-81,Introductory Finance,Autumn,2016,"Thursday, 6:00 -  9:00","Leftwich, Richard",0,36,N/A,14,22,0,8,28,N/A,9,27,0,9,27,N/A,18,18,0,19,17,0
35001-85,Introductory Finance,Autumn,2016,"Saturday, 9:00 - 12:00","Leftwich, Richard",0,36,N/A,21,15,0,14,22,N/A,18,18,0,16,20,0,22,14,0,23,13,0
35125-01,Quantimental Investment,Autumn,2016,"Thursday, 1:30 -  4:30","Cong, Lin William",0,65,N/A,15,50,0,15,50,0,24,41,0,26,39,0,24,41,0,23,42,0
35125-81,Quantimental Investment,Autumn,2016,"Thursday, 6:00 -  9:00","Cong, Lin William",0,65,N/A,28,37,0,33,32,0,34,31,0,34,31,N/A,33,32,0,30,35,0
35130-01,Fixed Income Asset Pricing,Autumn,2016,"Friday, 8:30 - 11:30","Veronesi, Pietro",0,65,N/A,16,49,0,11,54,N/A,11,54,N/A,11,54,N/A,12,53,0,10,55,N/A
35130-85,Fixed Income Asset Pricing,Autumn,2016,"Saturday, 9:00 - 12:00","Veronesi, Pietro",0,65,N/A,29,36,0,30,35,0,30,35,N/A,30,35,N/A,29,36,0,30,35,0
35132-85,Advanced Models of Option Pricing and Credit Risk,Autumn,2016,"Saturday, 1:30 -  4:30","Veronesi, Pietro",0,65,N/A,19,46,0,21,44,0,22,43,0,22,43,N/A,21,44,0,19,46,0
35200-01,Corporation Finance,Autumn,2016,"Thursday, 1:30 -  4:30","Matvos, Gregor",0,65,N/A,28,37,0,36,29,0,62,3,0,65,CLO,2579,65,CLO,1528,65,CLO,1005
35200-02,Corporation Finance,Autumn,2016,"Thursday, 8:30 - 11:30","Matvos, Gregor",0,65,N/A,57,8,0,57,8,0,57,8,N/A,57,8,N/A,64,1,0,65,CLO,3500
35200-81,Corporation Finance,Autumn,2016,"Thursday, 6:00 -  9:00","Matvos, Gregor",0,65,N/A,65,CLO,861,65,CLO,101,65,CLO,N/A,65,CLO,N/A,65,CLO,33000,65,CLO,3699
35217-85,International Financial Management,Autumn,2016,"Saturday, 1:30 -  4:30","Faccio, Mara",0,65,N/A,13,52,0,13,52,0,13,52,N/A,13,52,N/A,12,53,0,9,56,0
35600-01,Seminar: Finance,Autumn,2016,"Tuesday, 1:20 -  2:50","Diamond, Douglas;Kelly, Bryan",0,65,N/A,1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,10,55,0,15,50,0
35601-01,Applied Theory Workshop,Autumn,2016,"Tuesday, 3:30 -  5:00","Frankel, Alexander",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A
35901-01,Theory of Financial Decisions I,Autumn,2016,"Monday, Wednesday, 8:30 - 11:30","Fama, Eugene",0,65,N/A,24,41,0,27,38,0,33,32,0,34,31,0,36,29,0,33,32,0
35912-01,Asset Pricing,Autumn,2016,"Thursday, 8:30 - 12:00","Constantinides, George",0,65,N/A,6,59,0,6,59,N/A,7,58,0,7,58,N/A,11,54,0,11,54,0
35930-01,Research Seminar,Autumn,2016,"Tuesday, Thursday, 9:00 - 10:20","Kelly, Bryan;Uhlig, Harald;Zwick, Eric",0,20,N/A,2,18,0,2,18,N/A,2,18,N/A,2,18,N/A,3,17,0,5,15,0
36106-01,Managerial Decision Modeling,Autumn,2016,"Friday, 1:30 -  4:30","Martin, R.",0,45,N/A,21,24,0,23,22,0,38,7,0,42,3,0,45,CLO,100,35,10,0
36106-81,Managerial Decision Modeling,Autumn,2016,"Friday, 6:00 -  9:00","Martin, R.",0,45,N/A,45,CLO,111,45,CLO,513,45,CLO,N/A,45,CLO,N/A,44,1,0,45,CLO,500
36110-01,Application Development,Autumn,2016,"Tuesday, 8:30 - 11:30","Betina, Raghu",0,30,N/A,30,CLO,4328,30,CLO,N/A,30,CLO,N/A,30,CLO,N/A,30,CLO,10995,30,CLO,10000
36110-81,Application Development,Autumn,2016,"Tuesday, 6:00 -  9:00","Betina, Raghu",0,30,N/A,30,CLO,3100,30,CLO,6003,30,CLO,N/A,30,CLO,N/A,30,CLO,14000,30,CLO,11289
36600-01,Workshop in Operations/Management Science,Autumn,2016,"Tuesday,12:10 -  1:20","Candogan, Ozan",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,1,64,0,1,64,N/A
36900-01,Linear Programming,Autumn,2016,"Thursday, 1:30 -  4:30","Martin, R.",0,65,N/A,1,64,0,2,63,0,5,60,0,7,58,0,7,58,0,6,59,N/A
36909-01,Stochastic Optimization I ⑤,Autumn,2016,"Friday, 1:30 -  4:30","Birge, John",0,22,N/A,1,21,0,1,21,N/A,1,21,N/A,1,21,N/A,3,19,0,3,19,N/A
37000-01,Marketing Strategy,Autumn,2016,"Thursday, 1:30 -  4:30","Shapiro, Bradley",0,65,N/A,10,55,0,12,53,0,65,CLO,1000,65,CLO,4321,65,CLO,3307,65,CLO,1798
37000-02,Marketing Strategy,Autumn,2016,"Friday, 8:30 - 11:30","Shapiro, Bradley",0,65,N/A,1,64,0,1,64,N/A,22,43,0,45,20,0,43,22,0,33,32,0
37000-03,Marketing Strategy,Autumn,2016,"Thursday, 1:30 -  4:30","Dhar, Sanjay",0,65,N/A,58,7,0,57,8,0,65,CLO,5696,65,CLO,N/A,65,CLO,4235,65,CLO,4551
37000-04,Marketing Strategy,Autumn,2016,"Friday, 1:30 -  4:30","Dhar, Sanjay",0,65,N/A,23,42,0,27,38,0,65,CLO,2783,65,CLO,7450,64,1,N/A,65,CLO,4500
37000-81,Marketing Strategy,Autumn,2016,"Thursday, 6:00 -  9:00","Shapiro, Bradley",0,65,N/A,47,18,0,45,20,0,61,4,0,63,2,0,60,5,0,54,11,0
37000-85,Marketing Strategy,Autumn,2016,"Saturday, 9:00 - 12:00","Dhar, Sanjay",0,65,N/A,65,CLO,1027,65,CLO,10000,65,CLO,N/A,65,CLO,N/A,65,CLO,4000,65,CLO,8000
37101-01,Consumer Behavior,Autumn,2016,"Friday, 8:30 - 11:30","Bartels, Daniel",0,65,N/A,51,14,0,58,7,0,65,CLO,1269,65,CLO,N/A,64,1,0,57,8,0
37200-85,New Products and Services,Autumn,2016,"Saturday, 1:30 -  4:30","Terrill, Craig",0,65,N/A,55,10,0,57,8,0,59,6,0,60,5,0,65,CLO,1001,65,CLO,500
37301-85,Digital Marketing ,Autumn,2016,"Saturday, 1:30 -  4:30","Mohan, Lil",0,65,N/A,65,CLO,3,65,CLO,3588,65,CLO,N/A,65,CLO,N/A,65,CLO,500,65,CLO,2334
37601-01,Marketing Workshop,Autumn,2016,"Tuesday,10:40 - 12:00","Hitsch, Günter",0,65,N/A,6,59,0,6,59,N/A,6,59,N/A,6,59,N/A,8,57,0,7,58,0
38001-01,Managing in Organizations,Autumn,2016,"Friday, 8:30 - 11:30","McGill, Ann",0,65,N/A,28,37,0,33,32,0,65,CLO,100,64,1,0,64,1,0,64,1,0
38001-02,Managing in Organizations,Autumn,2016,"Friday, 1:30 -  4:30","McGill, Ann",0,65,N/A,37,28,0,40,25,0,65,CLO,700,65,CLO,750,65,CLO,1000,65,CLO,1
38001-85,Managing in Organizations,Autumn,2016,"Saturday, 9:00 - 12:00","McGill, Ann",0,65,N/A,65,CLO,100,64,1,0,65,CLO,3999,65,CLO,N/A,65,CLO,2667,65,CLO,15000
38002-01,Managerial Decision Making,Autumn,2016,"Monday, 1:30 -  4:30","Hsee, Christopher",0,65,N/A,65,CLO,4000,65,CLO,8000,65,CLO,N/A,65,CLO,N/A,65,CLO,8888,65,CLO,N/A
38002-81,Managerial Decision Making,Autumn,2016,"Monday, 6:00 -  9:00","Hsee, Christopher",0,65,N/A,65,CLO,5019,65,CLO,9057,65,CLO,N/A,65,CLO,N/A,65,CLO,9004,65,CLO,9989
38101-01,Persuasion: Effective Business Communication ⑤,Autumn,2016,"Thursday, 1:30 -  4:30","Weitzman, Hal",0,36,N/A,36,CLO,1206,36,CLO,4555,36,CLO,N/A,36,CLO,N/A,36,CLO,2100,36,CLO,750
38103-01,Strategies and Processes of Negotiation,Autumn,2016,"Tuesday, 8:30 - 11:30","Shah, Anuj",0,55,N/A,55,CLO,101,55,CLO,1013,55,CLO,N/A,55,CLO,N/A,55,CLO,2001,54,1,N/A
38103-02,Strategies and Processes of Negotiation,Autumn,2016,"Wednesday, 8:30 - 11:30","Shah, Anuj",0,55,N/A,55,CLO,1000,55,CLO,10000,55,CLO,N/A,55,CLO,N/A,55,CLO,1000,55,CLO,10561
38103-03,Strategies and Processes of Negotiation,Autumn,2016,"Wednesday, 1:30 -  4:30","Talhelm, Thomas",0,55,N/A,25,30,0,27,28,0,55,CLO,1,55,CLO,1900,55,CLO,400,53,2,N/A
38103-81,Strategies and Processes of Negotiation,Autumn,2016,"Wednesday, 6:00 -  9:00","Shah, Anuj",0,55,N/A,55,CLO,5000,55,CLO,9813,55,CLO,N/A,55,CLO,N/A,55,CLO,11663,55,CLO,6001
38103-82,Strategies and Processes of Negotiation,Autumn,2016,"Tuesday, 6:00 -  9:00","Talhelm, Thomas",0,55,N/A,32,23,0,35,20,0,35,20,N/A,36,19,0,45,10,0,44,11,0
38103-83,Strategies and Processes of Negotiation,Autumn,2016,"Thursday, 6:00 -  9:00","Talhelm, Thomas",0,55,N/A,11,44,0,18,37,0,19,36,0,19,36,N/A,20,35,0,20,35,0
38601-01,Workshop in Behavioral Science,Autumn,2016,"Monday,10:10 - 11:30","Epley, Nicholas;Talhelm, Thomas",0,65,N/A,4,61,0,4,61,N/A,5,60,0,5,60,N/A,6,59,0,7,58,0
38913-01,Foundations of Judgment and Decision Making,Autumn,2016,"Tuesday, 1:30 -  4:30","Hastie, Reid;Wu, George",0,20,N/A,3,17,0,3,17,N/A,6,14,0,6,14,N/A,8,12,0,9,11,0
39001-01,Strategy and Structure: Markets and Organizations,Autumn,2016,"Thursday, 8:30 - 11:30","Sharkey, Amanda",0,65,N/A,19,46,0,25,40,0,34,31,0,26,39,0,29,36,0,26,39,0
39001-02,Strategy and Structure: Markets and Organizations,Autumn,2016,"Thursday, 1:30 -  4:30","Sharkey, Amanda",0,65,N/A,15,50,0,15,50,0,65,CLO,200,65,CLO,631,62,3,0,55,10,0
39001-81,Strategy and Structure: Markets and Organizations,Autumn,2016,"Thursday, 6:00 -  9:00","Sharkey, Amanda",0,65,N/A,32,33,0,32,33,0,50,15,0,44,21,0,40,25,0,38,27,0
39101-01,Technology Strategy,Autumn,2016,"Friday, 1:30 -  4:30","Knez, Marc",0,65,N/A,55,10,0,62,3,0,65,CLO,2347,65,CLO,N/A,62,3,0,55,10,0
39101-81,Technology Strategy,Autumn,2016,"Thursday, 6:00 -  9:00","Knez, Marc",0,65,N/A,65,CLO,2,65,CLO,1,65,CLO,N/A,65,CLO,N/A,65,CLO,1,65,CLO,151
